@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
873,'2023/12/10 22:51:07:430',18,0.058238,0.008647,-0.048331,-0.077114,0.0391,-0.189445,1.405313,1.808439,-1.575081,1
874,'2023/12/10 22:51:07:430',18,0.078116,-0.009367,-0.038231,-0.053418,0.067426,-0.138421,1.402414,1.797674,-1.562968,1
875,'2023/12/10 22:51:07:477',18,0.108848,-0.015396,-0.040844,-0.027594,0.021116,-0.090491,1.40086,1.792743,-1.557214,1
876,'2023/12/10 22:51:07:477',18,0.128529,-0.013513,-0.038466,-0.005279,-0.064194,-0.009361,1.400178,1.790204,-1.55494,1
877,'2023/12/10 22:51:07:490',18,0.133172,-0.028128,-0.010122,-0.032884,-0.12238,0.091174,1.401004,1.787802,-1.554477,1
878,'2023/12/10 22:51:07:493',18,0.122036,-0.032567,0.007176,-0.061723,-0.148515,0.15149,1.402922,1.783601,-1.552253,1
879,'2023/12/10 22:51:07:509',18,0.110174,-0.022594,-0.006596,-0.049663,-0.174835,0.211232,1.40667,1.777657,-1.549616,1
880,'2023/12/10 22:51:07:524',18,0.108011,-0.01763,-0.023871,0.002185,-0.170293,0.254929,1.410098,1.776847,-1.551429,1
881,'2023/12/10 22:51:07:556',18,0.098357,-0.015387,-0.034014,0.043426,-0.139291,0.291084,1.413857,1.781684,-1.558642,1
882,'2023/12/10 22:51:07:571',18,0.080388,-0.017294,-0.000174,0.043144,-0.142924,0.319121,1.419526,1.7932,-1.573198,1
883,'2023/12/10 22:51:07:587',18,0.071556,-0.012012,0.000656,0.037073,-0.152044,0.312112,1.423959,1.801547,-1.583832,1
884,'2023/12/10 22:51:07:603',18,0.05417,0.004276,-0.018268,0.061779,-0.135999,0.305027,1.428135,1.811164,-1.59581,1
885,'2023/12/10 22:51:07:619',18,0.071286,0.003896,-0.02413,0.092697,-0.070022,0.352126,1.433952,1.831032,-1.617822,1
886,'2023/12/10 22:51:07:635',18,0.073083,0.003997,-0.013423,0.09335,-0.068783,0.40778,1.439033,1.851426,-1.639356,1
887,'2023/12/10 22:51:07:666',18,0.045494,0.013218,0.01547,0.064097,-0.138178,0.433866,1.44477,1.872813,-1.662406,1
888,'2023/12/10 22:51:07:666',18,-0.002182,0.037872,0.020998,0.011137,-0.223966,0.397943,1.452501,1.895677,-1.689091,1
889,'2023/12/10 22:51:07:690',18,-0.009046,0.038632,0.017018,0.009045,-0.242579,0.371783,1.457896,1.909136,-1.70621,1
890,'2023/12/10 22:51:07:698',18,-0.01499,0.025396,0.004493,-0.001644,-0.222321,0.359294,1.46296,1.923049,-1.72372,1
891,'2023/12/10 22:51:07:714',18,-0.037451,0.023886,0.019409,-0.030589,-0.18307,0.310843,1.469403,1.938403,-1.743219,1
892,'2023/12/10 22:51:07:730',18,-0.054201,0.018208,0.015017,-0.047297,-0.078181,0.249238,1.473542,1.945963,-1.752883,1
893,'2023/12/10 22:51:07:745',18,-0.054653,0.019317,-0.026037,0.003906,0.093876,0.173773,1.477662,1.957101,-1.763922,1
894,'2023/12/10 22:51:07:761',18,-0.034029,0.02367,-0.030173,0.028427,0.128152,0.137557,1.479692,1.971451,-1.776539,1
895,'2023/12/10 22:51:07:790',18,-0.029587,0.02411,-0.005444,0.016931,0.11627,0.102073,1.481195,1.984739,-1.788061,1
896,'2023/12/10 22:51:07:792',18,-0.017359,0.020328,-0.005208,0.011869,0.072772,0.085863,1.482765,1.996869,-1.798274,1
897,'2023/12/10 22:51:07:808',18,0.002994,0.017523,-0.029758,0.033757,0.074561,0.068866,1.483668,2.006573,-1.806971,1
898,'2023/12/10 22:51:07:839',18,0.01612,0.017604,-0.038691,0.067074,0.075285,0.094573,1.48443,2.021536,-1.82085,1
899,'2023/12/10 22:51:07:855',18,0.027865,0.008815,-0.00481,0.021826,0.014431,0.133507,1.486025,2.045692,-1.843982,1
900,'2023/12/10 22:51:07:870',18,0.017769,0.003908,0.048575,-0.057616,-0.080317,0.161274,1.488111,2.054583,-1.853415,1
901,'2023/12/10 22:51:08:091',18,0.018319,0.001428,0.041867,-0.113156,-0.123672,0.208833,1.491219,2.054359,-1.854743,1
902,'2023/12/10 22:51:08:091',18,-0.000016,0.014712,-0.004022,-0.111103,-0.143896,0.203755,1.496089,2.049811,-1.852979,1
903,'2023/12/10 22:51:08:091',18,-0.042147,0.03066,-0.029354,-0.096765,-0.139309,0.138819,1.499038,2.04362,-1.848843,1
904,'2023/12/10 22:51:08:091',18,-0.054525,0.02916,-0.019181,-0.09088,-0.13343,0.052153,1.500911,2.032853,-1.840211,1
905,'2023/12/10 22:51:08:091',18,-0.048476,0.018141,-0.037885,-0.037407,0.012695,-0.028346,1.501543,2.015489,-1.824056,1
906,'2023/12/10 22:51:08:091',18,-0.023792,0.002491,-0.035672,-0.002708,0.137855,-0.061587,1.500961,2.009342,-1.816792,1
907,'2023/12/10 22:51:08:091',18,0.002836,-0.005623,-0.027831,0.029506,0.281874,-0.061437,1.499717,2.009248,-1.812361,1
908,'2023/12/10 22:51:08:091',18,0.005195,-0.000782,-0.025848,0.044131,0.299384,-0.056731,1.498701,2.016005,-1.814703,1
909,'2023/12/10 22:51:08:091',18,0.01473,-0.007406,0.000085,0.029694,0.243049,-0.05058,1.497834,2.022758,-1.817401,1
910,'2023/12/10 22:51:08:091',18,0.030763,-0.010998,0.013183,0.002707,0.192271,-0.008575,1.49733,2.026735,-1.817164,1
911,'2023/12/10 22:51:08:091',18,0.034321,-0.007549,0.009246,-0.011036,0.143112,0.026031,1.497548,2.028879,-1.816791,1
912,'2023/12/10 22:51:08:091',18,0.027179,-0.010018,0.012399,-0.028207,0.114346,0.049796,1.498221,2.030022,-1.816046,1
913,'2023/12/10 22:51:08:091',18,0.023271,-0.00929,0.012857,-0.056283,0.075478,0.098247,1.49986,2.028468,-1.81257,1
914,'2023/12/10 22:51:08:123',18,0.026795,-0.007745,0.010333,-0.071434,0.048405,0.140062,1.501882,2.028664,-1.811853,1
915,'2023/12/10 22:51:08:123',18,0.016332,0.003222,0.005535,-0.078341,0.004334,0.177463,1.504298,2.029493,-1.812252,1
916,'2023/12/10 22:51:08:138',18,0.001001,0.00429,-0.005664,-0.055453,0.00244,0.198463,1.508084,2.036732,-1.819705,1
917,'2023/12/10 22:51:08:154',18,-0.00447,0.003187,-0.017593,-0.036715,0.065083,0.206436,1.51099,2.049963,-1.832472,1
918,'2023/12/10 22:51:08:169',18,-0.004038,0.0066,-0.014754,-0.023718,0.121706,0.215757,1.513788,2.0698,-1.850884,1
919,'2023/12/10 22:51:08:201',18,-0.027991,-0.010197,-0.008594,0.001067,0.141725,0.180696,1.517151,2.105019,-1.883601,1
920,'2023/12/10 22:51:08:201',18,-0.026663,-0.001887,-0.00129,-0.006607,0.17231,0.169109,1.519356,2.131705,-1.907953,1
921,'2023/12/10 22:51:08:217',18,-0.000164,-0.008827,-0.01094,0.003947,0.188733,0.190181,1.521537,2.161761,-1.935321,1
922,'2023/12/10 22:51:08:233',18,0.016628,0.001257,-0.018973,0.031428,0.137891,0.22154,1.524704,2.221171,-1.991498,1
923,'2023/12/10 22:51:08:248',18,0.014902,0.008087,-0.018184,0.043203,0.094559,0.224521,1.526931,2.278683,-2.047388,1
924,'2023/12/10 22:51:08:264',18,0.005385,-0.004523,-0.0159,0.045612,0.070395,0.232935,1.529665,2.367469,-2.134629,1
925,'2023/12/10 22:51:08:292',18,0.012206,-0.004227,-0.003227,0.029732,0.067515,0.262132,1.531713,2.446464,-2.212711,1
926,'2023/12/10 22:51:08:296',18,0.02454,-0.007434,-0.00394,0.013304,0.037418,0.315824,1.534082,2.541396,-2.306805,1
927,'2023/12/10 22:51:08:312',18,0.032831,0.006676,-0.005486,0.013135,-0.05692,0.360823,1.536534,2.661768,-2.427358,1
928,'2023/12/10 22:51:08:343',18,0.002888,0.004176,-0.015577,0.018534,-0.178251,0.361692,1.538915,2.868849,-2.63688,1
929,'2023/12/10 22:51:08:343',18,-0.020055,0.007651,-0.006041,0.001548,-0.221655,0.324747,1.539754,3.028126,-2.799315,1
930,'2023/12/10 22:51:08:358',18,-0.041876,-0.002749,-0.010684,-0.000684,-0.169617,0.273238,1.53996,-3.067969,-2.990542,1
931,'2023/12/10 22:51:08:390',18,-0.018361,0.0096,-0.042289,0.045077,-0.086915,0.26547,1.539136,-2.944767,-3.115712,1
932,'2023/12/10 22:51:08:406',18,-0.01072,0.004849,-0.04926,0.091666,-0.006358,0.267139,1.537107,-2.834456,3.056407,1
933,'2023/12/10 22:51:08:422',18,-0.038032,0.002214,-0.016881,0.094966,0.056926,0.191484,1.533768,-2.728702,2.951302,1
934,'2023/12/10 22:51:08:437',18,-0.032474,0.013103,-0.0182,0.127878,0.039383,0.14049,1.53124,-2.687976,2.911258,1
935,'2023/12/10 22:51:08:453',18,-0.024065,0.007887,-0.014985,0.125912,0.011917,0.111523,1.528669,-2.66794,2.891701,1
936,'2023/12/10 22:51:08:484',18,-0.024004,0.008595,0.037494,0.066249,-0.099466,0.090868,1.526008,-2.650056,2.872777,1
937,'2023/12/10 22:51:08:484',18,-0.030093,0.002059,0.038302,0.009815,-0.065682,0.089616,1.52488,-2.630686,2.852036,1
938,'2023/12/10 22:51:08:500',18,-0.038539,0.003034,0.008632,-0.006266,0.032986,0.060031,1.524326,-2.608204,2.829101,1
939,'2023/12/10 22:51:08:516',18,-0.041434,0.004007,-0.001512,0.014422,0.09788,0.032893,1.523795,-2.587759,2.809697,1
940,'2023/12/10 22:51:08:531',18,-0.0536,0.010398,-0.001508,0.013636,0.17625,0.004474,1.523413,-2.582618,2.806603,1
941,'2023/12/10 22:51:08:578',18,-0.05738,0.018373,0.00938,0.002474,0.223598,-0.023851,1.523309,-2.584969,2.813163,1
942,'2023/12/10 22:51:08:578',18,-0.052433,0.018913,0.007131,-0.004873,0.194098,-0.028791,1.523424,-2.589086,2.820431,1
943,'2023/12/10 22:51:08:578',18,-0.027775,0.016841,0.000769,-0.00844,0.127568,-0.004546,1.523495,-2.587791,2.821538,1
944,'2023/12/10 22:51:08:594',18,-0.027117,0.010857,0.002426,-0.043121,0.079839,0.005263,1.52377,-2.575316,2.81101,1
945,'2023/12/10 22:51:08:610',18,-0.029551,0.011321,-0.001158,-0.045155,0.069822,0.005197,1.524224,-2.562658,2.799436,1
946,'2023/12/10 22:51:08:626',18,-0.029193,0.008008,-0.011514,-0.047124,0.059716,0.010356,1.524505,-2.546618,2.784388,1
947,'2023/12/10 22:51:08:657',18,-0.047786,0.00712,-0.014675,-0.045038,0.032646,-0.027737,1.525115,-2.532517,2.77111,1
948,'2023/12/10 22:51:08:673',18,-0.049877,0.00824,-0.022986,-0.02502,0.012321,-0.058273,1.525915,-2.535387,2.774389,1
949,'2023/12/10 22:51:08:688',18,-0.024506,0.010731,-0.037164,0.02593,-0.012492,-0.065608,1.526346,-2.550862,2.78984,1
950,'2023/12/10 22:51:08:704',18,-0.011047,0.001789,-0.009032,0.031123,-0.008901,-0.026707,1.526332,-2.577649,2.816335,1
951,'2023/12/10 22:51:08:720',18,0.002686,-0.010297,0.000602,0.010907,-0.003244,0.0261,1.525968,-2.577947,2.816585,1
952,'2023/12/10 22:51:08:735',18,-0.027983,-0.00986,0.036953,-0.042763,-0.053322,0.024536,1.525863,-2.563318,2.801589,1
953,'2023/12/10 22:51:08:751',18,-0.04054,-0.000694,0.02128,-0.084722,-0.082954,0.023085,1.526768,-2.533411,2.770154,1
954,'2023/12/10 22:51:08:767',18,-0.042073,0.005254,-0.008943,-0.044834,-0.072897,0.027052,1.527404,-2.51213,2.747712,1
955,'2023/12/10 22:51:08:798',18,-0.051768,0.014627,-0.015636,-0.023725,-0.082305,0.037926,1.527504,-2.492583,2.726591,1
956,'2023/12/10 22:51:08:798',18,-0.059233,0.008616,0.000377,-0.029534,-0.073547,0.021355,1.527516,-2.479998,2.712827,1
957,'2023/12/10 22:51:08:814',18,-0.059011,0.012832,-0.005728,-0.020808,-0.087463,0.004513,1.527626,-2.472378,2.704066,1
958,'2023/12/10 22:51:08:830',18,-0.057218,0.0062,-0.008058,-0.016415,-0.126365,-0.019267,1.52776,-2.47055,2.700114,1
959,'2023/12/10 22:51:08:845',18,-0.041179,0.004215,0.003001,-0.028778,-0.166185,-0.000287,1.528081,-2.466852,2.694268,1
960,'2023/12/10 22:51:08:861',18,-0.03281,0.008195,0.019097,-0.076591,-0.207915,0.047564,1.528375,-2.449878,2.674474,1
961,'2023/12/10 22:51:08:876',18,-0.008264,0.011286,0.030244,-0.152419,-0.313036,0.150575,1.528592,-2.377304,2.596676,1
962,'2023/12/10 22:51:08:893',18,-0.038679,0.009812,-0.011943,-0.145979,-0.387783,0.135876,1.528384,-2.302618,2.516691,1
963,'2023/12/10 22:51:08:908',18,-0.058612,0.018686,-0.030477,-0.11641,-0.417037,0.100465,1.52822,-2.244048,2.451988,1
964,'2023/12/10 22:51:08:940',18,-0.064527,0.013175,-0.049598,-0.052279,-0.334744,0.062959,1.527801,-2.196426,2.396687,1
965,'2023/12/10 22:51:09:112',18,-0.08722,0.003751,-0.029146,-0.028286,-0.203539,0.006138,1.527573,-2.183326,2.379483,1
966,'2023/12/10 22:51:09:112',18,-0.097176,0.000155,-0.025854,-0.000436,-0.072247,-0.06885,1.528061,-2.187142,2.381319,1
967,'2023/12/10 22:51:09:112',18,-0.078534,0.005554,-0.033927,0.058891,-0.066895,-0.145778,1.529454,-2.232983,2.426074,1
968,'2023/12/10 22:51:09:112',18,-0.019264,0.008834,0.003248,0.057533,-0.135555,-0.130989,1.53055,-2.285506,2.47715,1
969,'2023/12/10 22:51:09:112',18,0.003101,0.001472,0.022577,0.016531,-0.198968,-0.049802,1.531149,-2.322752,2.511949,1
970,'2023/12/10 22:51:09:112',18,0.020567,-0.007275,0.062336,-0.111483,-0.36716,0.029019,1.531827,-2.312953,2.496636,1
971,'2023/12/10 22:51:09:112',18,0.001541,-0.001457,0.035645,-0.158763,-0.478541,0.057156,1.532719,-2.267068,2.444325,1
972,'2023/12/10 22:51:09:112',18,-0.018636,0.00532,-0.024629,-0.129495,-0.488755,0.050773,1.533587,-2.196109,2.363463,1
973,'2023/12/10 22:51:09:112',18,-0.024576,0.007735,-0.03088,-0.101164,-0.455885,0.017638,1.534119,-2.15667,2.316907,1
974,'2023/12/10 22:51:09:112',18,-0.019904,-0.005008,-0.023389,-0.094159,-0.420549,-0.013259,1.53491,-2.128755,2.282508,1
975,'2023/12/10 22:51:09:112',18,-0.00053,0.00365,-0.020799,-0.079361,-0.430309,-0.004116,1.535953,-2.097733,2.243063,1
976,'2023/12/10 22:51:09:128',18,0.012897,0.002231,-0.023323,-0.072803,-0.490272,0.023306,1.536388,-2.074694,2.213191,1
977,'2023/12/10 22:51:09:144',18,0.016785,0.000936,0.013768,-0.106249,-0.522877,0.054993,1.536445,-2.040485,2.171305,1
978,'2023/12/10 22:51:09:161',18,-0.014906,-0.001495,0.004478,-0.13113,-0.462181,0.022207,1.536751,-1.972649,2.09352,1
979,'2023/12/10 22:51:09:175',18,-0.020277,0.001076,-0.011108,-0.113007,-0.375023,-0.01539,1.537417,-1.929105,2.043648,1
980,'2023/12/10 22:51:09:193',18,-0.027155,0.000314,-0.033526,-0.100039,-0.315594,-0.042681,1.538367,-1.893151,2.002686,1
981,'2023/12/10 22:51:09:222',18,-0.009621,0.004982,-0.012946,-0.103442,-0.408456,-0.096116,1.540287,-1.853907,1.95632,1
982,'2023/12/10 22:51:09:253',18,-0.002215,0.00481,-0.017344,-0.096229,-0.415798,-0.111199,1.5422,-1.824168,1.920368,1
983,'2023/12/10 22:51:09:253',18,0.016881,-0.008397,-0.062569,-0.036877,-0.374869,-0.121801,1.544118,-1.808383,1.898663,1
984,'2023/12/10 22:51:09:269',18,0.012814,0.004578,-0.051977,0.039236,-0.366151,-0.145386,1.546718,-1.849713,1.932753,1
985,'2023/12/10 22:51:09:300',18,0.015588,-0.002626,-0.017943,0.026096,-0.343725,-0.150027,1.54864,-1.905418,1.983145,1
986,'2023/12/10 22:51:09:301',18,0.004926,-0.019177,0.030304,-0.04537,-0.265364,-0.188119,1.55182,-1.960015,2.031776,1
987,'2023/12/10 22:51:09:316',18,0.00243,-0.01102,0.025405,-0.080117,-0.202425,-0.21467,1.554953,-1.98094,2.04919,1
988,'2023/12/10 22:51:09:348',18,0.008036,-0.009659,0.007603,-0.084991,-0.16528,-0.214501,1.558446,-1.992893,2.058511,1
989,'2023/12/10 22:51:09:348',18,0.040221,0.010801,-0.018457,-0.059571,-0.253776,-0.181738,1.562669,-2.041361,2.102987,1
990,'2023/12/10 22:51:09:363',18,0.04924,0.01416,-0.022477,-0.049185,-0.305929,-0.172741,1.565315,-2.132732,2.190116,1
991,'2023/12/10 22:51:09:379',18,0.039037,0.007548,-0.028669,-0.016515,-0.310073,-0.178285,1.567657,-2.454661,2.507424,1
992,'2023/12/10 22:51:09:395',18,0.041627,0.010479,-0.022273,-0.002717,-0.216716,-0.170477,1.568058,2.556003,-2.508717,1
993,'2023/12/10 22:51:09:411',18,0.044732,-0.001384,-0.010346,-0.008141,-0.134603,-0.161094,1.566239,2.077335,-2.032596,1
994,'2023/12/10 22:51:09:426',18,0.036405,-0.000908,-0.000777,-0.031101,-0.103255,-0.18197,1.564041,1.861531,-1.818529,1
995,'2023/12/10 22:51:09:505',18,0.027437,0.000005,0.008103,-0.057867,-0.092426,-0.226351,1.560167,1.651279,-1.610166,1
996,'2023/12/10 22:51:09:505',18,0.060493,0.002543,-0.029248,-0.024004,-0.062281,-0.214394,1.556882,1.585902,-1.545965,1
997,'2023/12/10 22:51:09:505',18,0.068213,0.007029,-0.036871,-0.012707,-0.046876,-0.182238,1.553897,1.56933,-1.53014,1
998,'2023/12/10 22:51:09:505',18,0.080197,-0.001251,-0.013863,-0.044491,-0.031678,-0.111138,1.550905,1.542798,-1.504454,1
999,'2023/12/10 22:51:09:521',18,0.082877,-0.017042,-0.026212,-0.06653,-0.022598,-0.076674,1.5495,1.505439,-1.467439,1
1000,'2023/12/10 22:51:09:536',18,0.075816,-0.015986,-0.0376,-0.061904,-0.066123,-0.080344,1.548245,1.46378,-1.42638,1
1001,'2023/12/10 22:51:09:552',18,0.076916,-0.00884,-0.073483,-0.015445,-0.110963,-0.074579,1.546494,1.43651,-1.400984,1
1002,'2023/12/10 22:51:09:568',18,0.067629,-0.021491,-0.070236,0.002713,-0.094552,-0.070661,1.545206,1.437397,-1.403442,1
1003,'2023/12/10 22:51:09:583',18,0.067339,-0.027966,-0.05211,-0.011875,-0.060908,-0.033731,1.543853,1.440804,-1.408415,1
1004,'2023/12/10 22:51:09:599',18,0.076064,-0.028983,-0.047244,-0.029815,-0.067093,0.003053,1.543489,1.427354,-1.395869,1
1005,'2023/12/10 22:51:09:615',18,0.05834,-0.021663,-0.059339,-0.030529,-0.046582,0.006364,1.543327,1.405514,-1.374907,1
1006,'2023/12/10 22:51:09:630',18,0.035067,-0.017597,-0.10297,0.047578,0.044876,-0.015184,1.543059,1.402317,-1.371778,1
1007,'2023/12/10 22:51:09:662',18,0.030414,-0.0097,-0.112869,0.127921,0.126333,-0.037828,1.542781,1.451212,-1.419374,1
1008,'2023/12/10 22:51:09:662',18,0.032318,-0.002744,-0.080877,0.174836,0.129598,-0.051181,1.542193,1.533623,-1.499852,1
1009,'2023/12/10 22:51:09:694',18,0.030057,-0.008415,-0.047836,0.171213,0.141608,-0.071229,1.540785,1.650703,-1.614267,1
1010,'2023/12/10 22:51:09:694',18,0.025093,-0.008812,-0.039595,0.166379,0.140632,-0.081715,1.539284,1.727338,-1.688843,1
1011,'2023/12/10 22:51:09:710',18,0.034312,-0.001204,-0.038324,0.158099,0.172895,-0.066295,1.537678,1.789407,-1.748647,1
1012,'2023/12/10 22:51:09:741',18,0.043974,-0.017558,-0.037841,0.164359,0.16474,-0.02461,1.535983,1.866171,-1.822076,1
1013,'2023/12/10 22:51:09:756',18,0.047302,-0.002008,-0.031566,0.157602,0.165072,0.010623,1.535162,1.930899,-1.884421,1
1014,'2023/12/10 22:51:09:772',18,0.009553,-0.000371,-0.017209,0.133724,0.169536,-0.004413,1.534449,1.987433,-1.938523,1
1015,'2023/12/10 22:51:09:787',18,-0.001902,0.021802,-0.04937,0.149779,0.152465,-0.046209,1.532862,2.044778,-1.992633,1
1016,'2023/12/10 22:51:09:804',18,-0.004118,0.025123,-0.068554,0.212384,0.104728,-0.083018,1.530745,2.095075,-2.041028,1
1017,'2023/12/10 22:51:09:820',18,-0.012531,0.032101,-0.047767,0.214144,0.068341,-0.133811,1.527647,2.137433,-2.082107,1
1018,'2023/12/10 22:51:09:835',18,0.011144,0.024939,-0.028936,0.21931,0.073486,-0.115369,1.523081,2.179451,-2.122835,1
1019,'2023/12/10 22:51:09:851',18,0.032213,0.020628,-0.039208,0.231566,0.078145,-0.054594,1.520116,2.219387,-2.16167,1
1020,'2023/12/10 22:51:09:866',18,0.034663,0.020834,-0.035834,0.255488,0.054679,-0.01623,1.516773,2.281416,-2.222464,1
1021,'2023/12/10 22:51:09:882',18,0.014197,0.018875,-0.033206,0.273596,-0.002712,-0.006474,1.51418,2.33057,-2.271267,1
1022,'2023/12/10 22:51:09:929',18,0.001939,0.018486,-0.007761,0.236538,-0.055658,-0.014095,1.511415,2.374324,-2.315554,1
1023,'2023/12/10 22:51:09:929',18,-0.005491,0.011618,0.013281,0.199466,-0.120138,-0.018554,1.508139,2.414423,-2.357459,1
1024,'2023/12/10 22:51:09:929',18,-0.009216,0.016918,0.011803,0.193182,-0.115449,-0.011248,1.505819,2.438626,-2.383613,1
1025,'2023/12/10 22:51:09:945',18,-0.00947,0.017235,-0.005815,0.213236,-0.060725,-0.001739,1.503473,2.464097,-2.410427,1
1026,'2023/12/10 22:51:09:960',18,-0.019582,0.00844,-0.007005,0.230739,-0.058276,-0.016053,1.499844,2.499251,-2.446908,1
1027,'2023/12/10 22:51:09:976',18,-0.006739,0.001192,-0.003883,0.251525,-0.052615,-0.009969,1.496892,2.524868,-2.473388,1
1028,'2023/12/10 22:51:10:086',18,-0.002178,-0.000895,0.005787,0.252318,-0.053743,-0.009936,1.493707,2.551188,-2.500582,1
1029,'2023/12/10 22:51:10:086',18,-0.004252,-0.001413,0.048646,0.178326,-0.07628,-0.011504,1.489852,2.578498,-2.529326,1
1030,'2023/12/10 22:51:10:086',18,0.018104,-0.001505,0.048628,0.118948,-0.097271,0.002392,1.487981,2.590306,-2.542395,1
1031,'2023/12/10 22:51:10:086',18,0.026868,-0.000693,0.038878,0.072692,-0.142937,0.016315,1.486915,2.598598,-2.552523,1
1032,'2023/12/10 22:51:10:086',18,0.044563,0.011777,-0.002834,0.032357,-0.166356,0.047023,1.486417,2.607739,-2.564785,1
1033,'2023/12/10 22:51:10:086',18,0.049616,-0.020645,-0.037842,0.047175,-0.143926,0.080963,1.486452,2.618227,-2.577662,1
1034,'2023/12/10 22:51:10:102',18,0.028674,0.000502,-0.066285,0.131142,-0.112465,0.098949,1.485705,2.644974,-2.606942,1
1035,'2023/12/10 22:51:10:118',18,0.021204,0.000767,-0.058155,0.17833,-0.089573,0.120719,1.484353,2.673007,-2.636567,1
1036,'2023/12/10 22:51:10:149',18,0.015437,0.002329,-0.002253,0.185354,-0.132935,0.139904,1.482658,2.705002,-2.670268,1
1037,'2023/12/10 22:51:10:149',18,-0.008904,0.016878,0.030998,0.161013,-0.194321,0.104534,1.480513,2.741673,-2.71035,1
1038,'2023/12/10 22:51:10:165',18,-0.016479,0.019745,0.027161,0.171173,-0.197329,0.082312,1.478825,2.762233,-2.733999,1
1039,'2023/12/10 22:51:10:180',18,-0.032553,0.022383,0.021701,0.204581,-0.146664,0.066284,1.476672,2.780791,-2.75526,1
1040,'2023/12/10 22:51:10:196',18,-0.041711,0.019123,0.063962,0.192572,-0.053456,0.026916,1.473224,2.80218,-2.778797,1
1041,'2023/12/10 22:51:10:212',18,-0.038132,0.019114,0.071471,0.153196,0.058202,0.043719,1.470959,2.815099,-2.791804,1
1042,'2023/12/10 22:51:10:227',18,-0.031801,0.015397,0.053782,0.175634,0.127694,0.033768,1.468899,2.829945,-2.80525,1
1043,'2023/12/10 22:51:10:243',18,-0.054784,0.037855,0.088166,0.147517,0.110386,-0.03678,1.465625,2.842324,-2.815249,1
1044,'2023/12/10 22:51:10:277',18,-0.051335,0.026938,0.099139,0.088848,0.107641,-0.075893,1.463679,2.841189,-2.812448,1
1045,'2023/12/10 22:51:10:289',18,-0.018554,0.024593,0.083255,0.064339,0.081546,-0.061871,1.462311,2.837314,-2.807144,1
1046,'2023/12/10 22:51:10:304',18,-0.024039,0.02217,0.057372,0.033981,0.105071,-0.076246,1.4608,2.831043,-2.799003,1
1047,'2023/12/10 22:51:10:319',18,-0.020011,0.021723,0.051856,0.017288,0.092144,-0.072822,1.460065,2.824302,-2.790712,1
1048,'2023/12/10 22:51:10:339',18,0.002387,0.023219,0.010121,0.064327,0.076697,-0.05589,1.4592,2.820721,-2.785781,1
1049,'2023/12/10 22:51:10:380',18,0.005945,0.007856,0.018085,0.046059,0.071543,-0.046196,1.457504,2.81863,-2.782204,1
1050,'2023/12/10 22:51:10:380',18,0.007261,-0.011277,0.02218,0.008673,0.070026,-0.026772,1.456841,2.816786,-2.779267,1
1051,'2023/12/10 22:51:10:388',18,0.013501,-0.01196,0.007676,-0.006971,0.040914,-0.018565,1.456609,2.816049,-2.777638,1
1052,'2023/12/10 22:51:10:406',18,0.021193,0.003495,-0.018539,0.013205,0.0106,0.005994,1.456588,2.815557,-2.776711,1
1053,'2023/12/10 22:51:10:422',18,0.022213,-0.006272,-0.039761,0.053676,0.041026,0.023896,1.456175,2.819425,-2.780255,1
1054,'2023/12/10 22:51:10:442',18,0.018101,-0.011382,-0.031683,0.061996,0.037795,0.036654,1.455257,2.828261,-2.788266,1
1055,'2023/12/10 22:51:10:454',18,0.019901,-0.01271,-0.034054,0.073785,0.021612,0.048529,1.454463,2.836115,-2.795732,1
1056,'2023/12/10 22:51:10:470',18,0.020991,0.000374,-0.034009,0.092617,-0.044663,0.070569,1.45348,2.846307,-2.806116,1
1057,'2023/12/10 22:51:10:490',18,0.006322,-0.004038,0.008821,0.048202,-0.084757,0.079912,1.452549,2.859563,-2.820997,1
